Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
7,I,0.4301566864556925,0.3393727566807844,0.1201490590897018,0.39035116184532265,0.15544634835577617,0.0943484594162532,0.14034663554839386
7,F,0.4301725830215089,0.34044075756217745,0.11918773247587837,0.3938404953069979,0.1545412790151174,0.09487855312758912,0.14053883144979834
7,I,0.43003835709569455,0.339756325976008,0.11991258742035862,0.39198453649964343,0.15560748949273723,0.09546030005614657,0.14046827776245369
7,I,0.4301404553845882,0.3399434842462944,0.11970276515266859,0.38951104364131856,0.1549510100289161,0.09518092924067276,0.13972128371081965
7,I,0.4297794169909269,0.34029533155769565,0.12011307210830448,0.39122538190363154,0.15583498613096491,0.09560188076880863,0.14118963858148795
7,F,0.4296171486105881,0.34004867412800494,0.11976523691920077,0.3891585400859622,0.15499899611740312,0.09493163586159423,0.1400807039785579
7,F,0.43049315244409037,0.3395346140821097,0.11982396021414629,0.3899949079718193,0.15536284491081406,0.0953937591513271,0.14055192540170502
7,I,0.4345095988447829,0.324486671505221,0.10975707333574468,0.43548168745196597,0.1783559526551181,0.09839962225962198,0.1547455320140654
7,I,0.43462587265390484,0.32465877434161416,0.11028428555192175,0.4326630911123322,0.17812943933676828,0.09805167032320307,0.15522000164326075
7,I,0.4346061361898176,0.3249128241397793,0.10958477997908961,0.4351677091927056,0.17657203168533625,0.09842189009343238,0.15629323932872694
7,F,0.43472320139395404,0.32506408468292564,0.10954358378044032,0.43190046224692624,0.17841537922752282,0.09846054620738068,0.15496493199491101
7,F,0.43502974172026865,0.3247123949776808,0.11024300258925614,0.4332268530216453,0.17843908718448237,0.09890330929315853,0.15479128995641128
7,I,0.4340718274392138,0.32460499475894344,0.11013219920923556,0.43314814225459913,0.17791673953040682,0.09871152305613871,0.15489143257907198
7,I,0.43488630232978415,0.3256413689238238,0.1098593033139298,0.43432287566436245,0.17834625535926804,0.09862754635788623,0.1547545954305093
7,F,0.4356856708788565,0.32584469479098094,0.11475121363712618,0.39105386262192926,0.1546636648727826,0.09436023122234986,0.12042196183071059
7,F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12
7,F,0.43487063119334934,0.32553679747712577,0.11467494118810634,0.39227373466256277,0.15462516815957852,0.09359742592839375,0.11998792341225871
7,I,0.43482575584933575,0.32481838792221845,0.11493261405890887,0.39114095324958587,0.1553800268482209,0.09415223617651179,0.12049938785857231
7,I,0.43451499895818035,0.3255887403539306,0.11532742747680064,0.39334965904568736,0.15348585495903508,0.09430161455830482,0.12031169562803523
7,F,0.435285469605647,0.32486850649265525,0.115242942596065,0.39006432104977273,0.15355874307907952,0.09385443643139998,0.12031467479565695
7,F,0.4353329637990195,0.3247871908899345,0.11521732211856817,0.38974873499204354,0.15328141746626653,0.09432591147871314,0.11934935909402307
7,F,0.45983295126813584,0.37505071250868555,0.12018897710890256,0.45975065829539874,0.1778581809097024,0.11015452953346912,0.1495340530230938
7,I,0.46016235036564285,0.3741618575263171,0.12002442922467578,0.45870709343086796,0.17761088353022997,0.10964620810405566,0.15031268988517565
7,I,0.460990336303731,0.3741509610733951,0.12015401095700269,0.4610813079110904,0.17770339999431595,0.10979538013523878,0.14919953090083612
7,I,0.46048041013359514,0.3747697303458207,0.12026620212623122,0.4594017890039737,0.17772496130047716,0.10962110099282744,0.15034168624615687
7,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
7,I,0.4597800869151724,0.37500878474605864,0.12019732952567772,0.4599370675755265,0.1766339743872969,0.11002943819254564,0.15028160976799101
7,I,0.45906675034228683,0.376822883841357,0.12043335660754083,0.46230096678642907,0.1784968232087168,0.10990569877457197,0.15005524842257179
7,F,0.484416521206672,0.3697389536863125,0.11477681138845275,0.47833508267359703,0.19978543881908686,0.09499355021363744,0.12743907719505565
7,I,0.4860847636756879,0.3690756592892502,0.11500294379605906,0.48002493608630714,0.1996030187911751,0.09495846831075244,0.12977516646564202
7,I,0.48594702141642165,0.3694329472998729,0.1153302541752518,0.47794104949259614,0.1993094044072794,0.09516606331517123,0.1279609066848759
7,I,0.48497491516656654,0.37006948675335616,0.11465844398529715,0.47901056723902796,0.2001050419834175,0.09617153698512455,0.1288606539510231
7,I,0.48577638262023176,0.369413803292628,0.11493787933292637,0.476764905589782,0.1998227607123942,0.09532165457123659,0.13012848408282732
7,I,0.4851817439209964,0.3712538148267917,0.11520818277192287,0.4788271915909197,0.1993288556219547,0.09559482148500789,0.12859996506358667
7,I,0.4855575025663154,0.3699270994537047,0.11488190822560242,0.47799513830404755,0.19937355900290513,0.095672816072557,0.128995284620192
7,I,0.5054135807737171,0.4000336700073008,0.12492002726032979,0.5826784078039029,0.2453298022346936,0.12989149351085347,0.1754985459645085
7,I,0.5092392625752573,0.41777661691252593,0.14189934545589286,0.5846849589776513,0.2503363438545421,0.13573859246099507,0.175
7,I,0.5074239857729337,0.4023039596364624,0.14500896634921875,0.5860892255734143,0.2539117965991076,0.13589327198646825,0.175
7,I,0.5059437161410331,0.399614422770359,0.12495174898974251,0.5808189065226865,0.24583703573624013,0.1304736370988687,0.17570592351837522
7,I,0.5045215433086357,0.40040720000005847,0.12466628284265359,0.5807193991827901,0.24674982855333003,0.13046079471020347,0.17521610951983574
7,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175
7,I,0.5036361884885283,0.4001044940847464,0.12516412878617741,0.5814046099993823,0.24683084380290857,0.12981031683771935,0.17466108998378843
7,I,0.3950096487243203,0.28976943841535824,0.09490198988353662,0.31794756726299106,0.13794661108960965,0.0797843160770039,0.08152904204594143
7,I,0.395415641553056,0.29081508390648075,0.09497264710063043,0.3219102063938911,0.1360301621279296,0.08072973516715677,0.08266510125363163
7,F,0.39446448683190827,0.29032613401580004,0.09509793604653402,0.3181613792989787,0.13811658312040953,0.08006980213382471,0.08370756609450358
7,I,0.3950146377816812,0.29006649021365466,0.09507785668535751,0.318985829131362,0.13680955120659175,0.07950109197377034,0.08180246199913822
7,F,0.3963002298313904,0.2903386962410677,0.0949051811228796,0.3209154594658632,0.1377936604964969,0.08004472604087212,0.08215594316178775
7,I,0.3943112166031743,0.28986864919582195,0.09496591557661194,0.31963366757885303,0.1393775406433733,0.07990195436534776,0.08183521574570217
7,I,0.3950384344828461,0.2895502051757446,0.09441636332377115,0.3187315400911755,0.13785939036974684,0.07995340359500415,0.08251931254961409
7,I,0.4046901549969494,0.30081238913134234,0.11996358487802732,0.3214483872976607,0.1258625556701077,0.07069259678916617,0.10917818757852282
7,I,0.4046880651830158,0.2998343739792012,0.12004960185491755,0.3259893723427452,0.12630900355147345,0.07036809811157327,0.10993476045344218
7,I,0.4042908476277561,0.3007734953559022,0.11977763836805129,0.3240330863129015,0.12710064191393539,0.07006370055422367,0.11028841418691607
7,I,0.40488585407964145,0.2997530551968747,0.12004713538331829,0.32526566069284213,0.12689543207186268,0.06995855668623584,0.11035645069442623
7,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11
7,I,0.40447528647079894,0.30020901702544356,0.12019548383280883,0.3237051465269714,0.12781346536326343,0.06948616306403761,0.11057910803399668
7,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11
7,I,0.41034224646884476,0.30430397543465393,0.08980126190794,0.35347304006019326,0.15728112566657348,0.0746359391198963,0.10011127521857247
7,I,0.41,0.30828826251752384,0.09,0.36715194048661653,0.15797481501897748,0.07738744073659139,0.1027050291603008
7,I,0.40974381008180083,0.30456564369613276,0.09002702721479833,0.35307503656478534,0.1571423473012255,0.07405545329039374,0.09989996074162798
7,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1
7,I,0.41056692322229904,0.304611859544364,0.08973181419617729,0.35305968153985756,0.15715585394682954,0.07457946652425854,0.10086940544435105
7,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1
7,I,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1
7,I,0.4105694027229718,0.30955106554798817,0.0900337406096322,0.340388593080231,0.15617207010010475,0.0695210938584688,0.08944327954479137
7,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09
7,I,0.41,0.31046868462861343,0.09,0.35280580507068493,0.1565732308185504,0.06958071660635926,0.09416424355820571
7,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09
7,F,0.409752069026251,0.31005637349186627,0.08998043372268011,0.34223422421781363,0.1548548950291446,0.06998122258934476,0.08982795245981576
7,I,0.4100080727606781,0.30978725164323323,0.089910671620571,0.33823844983634227,0.15485411922619388,0.07017684956816993,0.09030846688012752
7,I,0.4097234432609237,0.31039572935397625,0.0893770713920914,0.3393937003097047,0.15575408237299163,0.06897809944467204,0.09075488237413872
7,F,0.4310622831224919,0.32516960037713777,0.09013112252591621,0.4249617616555739,0.21672166265407675,0.08654502889875537,0.09516528300831405
7,I,0.4294644288591355,0.3248455603492465,0.09015408822617352,0.42745455219019035,0.2170967659957482,0.08718463982704137,0.09446294754042452
7,F,0.42984451876993945,0.3254685020143546,0.09008102819724678,0.42546554824085875,0.2167133506380097,0.08705313222681327,0.09583203097594337
7,F,0.4299508214518604,0.32544594706392227,0.08997301037959908,0.42603028050333264,0.21603132204785958,0.0870320022562753,0.09486439670720224
7,F,0.430128349181931,0.3255656185856972,0.08976969000066887,0.42663183738321453,0.21599983342592252,0.08680126984179574,0.09500114663250145
7,I,0.4304547589584341,0.32532053505008707,0.08992452554500995,0.4237803407866478,0.21961357575271834,0.08718371735853951,0.09506781462117785
7,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095
7,I,0.4301388358043194,0.3252863481143308,0.0999338869656698,0.36336748527064816,0.15758636722847222,0.08299972016057906,0.10500266537059805
7,I,0.4307260051110224,0.3249641249164955,0.09978379096499952,0.36378601738082217,0.15749893152500966,0.0826784104261311,0.10513528110963077
7,I,0.43017921890242333,0.32539507170544657,0.09987891100344765,0.36447455786898275,0.15816361292882827,0.08274346834346387,0.10512362982149762
7,I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105
7,I,0.4301248893575333,0.32476711043593615,0.09973016782134775,0.36423218323197815,0.15635286387662412,0.08240552833716179,0.10522089542033157
7,I,0.4300550528709893,0.3250003621407169,0.09982403375317288,0.3643977909736793,0.15678162662322367,0.08275366922449633,0.10474711534266506
7,I,0.4306885599300463,0.324321929965993,0.10006272954012475,0.36251247332100706,0.1582841060922311,0.08274745791539351,0.10470312269226911
7,I,0.43930572379763566,0.3246437347217015,0.0896572618971328,0.3491704859884187,0.14819147746332934,0.06729664713438463,0.10517520249493123
7,I,0.4398094255520068,0.32520689269002173,0.09025850925803235,0.35257811053495386,0.14899502532369455,0.0667763741208406,0.10514512652043198
7,F,0.4402855356794889,0.3239785115335067,0.09049305436458502,0.3500289987877718,0.1473398393519214,0.06722070253646603,0.10557754937467995
7,I,0.4398160079455143,0.3252972815988681,0.08993238860073982,0.35020060485011556,0.14832586083275848,0.06735183546485679,0.1047834095724175
7,I,0.44,0.325,0.09,0.35,0.148,0.067,0.105
7,F,0.439336451285455,0.32509759116302367,0.09039688978763506,0.3490665346736335,0.14746596424322228,0.06759713336717348,0.10547127122869515
7,I,0.4398219458282985,0.3254695958901669,0.09041137222468731,0.34860986529081567,0.14723362790407216,0.06694147213292155,0.10497779558176067
7,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11
7,I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11
