Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
180,16,22.210504614408478,45.74581202839959,21.45031419233878,46.18753673316322,24.28250816041417,41.918093057664954,22.046424984989592,44.2716177205645,20.94523393610036,50.06078347754356,15.221098552294421,39.512885124103505,21.519019299239126,40.16188654375558,22.895742657584673,48.01413221721335,21.1950489494355,44.987488672993244,11.846830766568573,752.7974564252022,87.27425640845684,5.522442892107758,35.40660139973617,9.755345451399224,21.51804058971026,21.51804058971026
180,7,21.490976174812157,40.778545963521914,19.930803714393743,41.92860586042476,21.206866116371074,39.87269024820577,20.90798907485351,40.797706697592794,19.970179694620455,82.55805565021176,6.814678773101959,87.20423249283196,18.924785419534505,38.27896197742949,21.329335835074488,45.71457873287331,18.106866116371076,41.18368630266352,6.587614527478828,751.8693457276856,96.6377369618697,4.3773696516970695,49.608379418101016,6.124142963303193,23.63408270955487,23.63408270955487
129,0,19.78600497608904,36.938099169460074,17.641637721282123,37.086789102268646,20.033101770256977,36.15870962333241,18.791186173283226,34.184754257972926,17.539826327692733,41.949530564610995,0.0,83.39398489822715,17.891116704360318,29.41977162520365,19.87709187007792,38.47283866099917,17.68562782110307,37.36767909168916,0.6542679755125731,760.5721257320322,92.69396202275662,2.8054590711349476,45.46079369101963,0.0,33.28008436832719,33.28008436832719
180,1,19.650202390786596,36.8678725101849,17.8216924315262,38.7248924287057,19.966266135694145,36.07268738638983,18.706455774678734,36.313791235127354,18.201383802024893,47.3294714547984,7.251736653321841,52.065184479330206,18.438972111655094,30.727304119075498,21.78126746827374,39.791171316201854,18.163096415230356,37.329989904963554,6.45248924287057,743.1509906675964,59.856733061200536,1.696095612606947,36.64254979630199,0.0,20.237404957922674,20.237404957922674
180,0,20.914465214641826,40.632925426775266,19.10797213482394,41.144943103419706,20.782646660899236,39.63861236529793,20.644219653113208,37.60773014242045,18.174676985763377,47.3309058452029,1.4940026706789513,85.58413233304496,18.337310469599128,33.76993569574754,20.63815286325632,40.9474299417936,18.08598713914951,38.98446273990168,2.864761846143544,759.7115688851778,90.96890794457846,1.3778015942431363,42.04012860850491,1.5484852328341727,26.158765927747265,26.158765927747265
180,0,22.10432138509013,36.987581626878395,20.33100192373629,36.646988634147235,22.50875520199231,34.64246599072419,20.68538625771792,35.528134868989035,18.782750480934073,44.687071866024205,9.577117211681616,25.269952789417623,19.124599873635916,29.608950865681333,23.178601154241775,37.1522051058055,19.50875520199231,36.70375240467036,7.700326106148367,761.3140484742232,68.78275048093407,3.565500961868146,37.6102552902748,2.278601154241775,14.335812317566404,14.335812317566404
180,0,20.200638677457334,40.05746065083342,18.317725541549866,40.38684954545796,20.246026590897117,39.17802883346424,18.67698670455144,37.18524343885099,17.776849545457967,63.949160335370564,0.8971695830094074,77.02630090908407,17.941899279734933,30.827369208433197,22.092457333908097,37.847360481621095,17.7,36.45132447292471,1.2495885227195758,748.1115502317848,97.31370189387827,1.0,23.036069504299274,0.8352027011357906,14.736238897591731,14.736238897591731
180,0,22.057742590123,40.07367458673985,20.287188735698873,41.014813479050915,21.964540603857984,37.929291110720825,19.73692874934139,39.10658959558546,19.069031124363345,47.94439366660812,3.922046294551208,71.74820079760782,19.53060603076066,33.12478709325143,23.41883411019394,38.90120456917856,19.085062669556855,37.55833033268936,5.420227595936718,753.9823617703847,88.98622106702015,2.286613888401032,25.140158334796904,3.6948812489023215,45.268494936606835,45.268494936606835
180,0,21.930608873314178,38.66483178841269,20.241290788322623,38.90705213851886,22.2659780858057,37.595756291899406,21.21412907883226,36.852349910205135,19.948816376315342,46.87799157283621,8.151233473374475,21.0120252060831,21.2659780858057,31.262771104126617,22.39377025862673,36.048035558313714,20.45870921167738,37.19640915069109,8.450214329275923,755.2671025775525,63.12974513422427,4.627959059211648,38.16845274344273,1.702813414869178,9.719131575442283,9.719131575442283
180,0,20.756877356140382,40.802081404380395,18.78455585421112,40.094718608511656,21.05478789616737,37.656255088012685,18.313310239483304,35.83998496507592,17.545774886809323,54.136714365644174,0.38382682832097836,77.42128832025392,18.209560757410657,31.610189336430146,21.333496084300535,38.01243175041025,17.638943721702333,36.181737369242335,1.818351527317157,750.3136479420465,94.1419046936282,1.0,26.5984704937248,0.9349639847571074,8.94992164597124,8.94992164597124
124,0,20.634901330705805,46.38303487826583,19.522572051257583,45.36894574581367,21.227253326764508,43.613217072447235,20.088457244856176,44.31194737792676,18.161560428502305,52.50548041526682,9.476622093386165,82.32690860900934,18.21628981173054,41.5013807532724,19.65895288497891,47.80885429078463,17.955842129129284,45.69603937545817,9.025637218337394,747.6722303795052,86.26378308025522,6.887582224256798,40.267450665352904,6.795439879748999,24.057745107917427,24.057745107917427
124,0,21.268442063068157,38.864511297531564,19.244657601803585,41.23093184748336,20.65342398196413,37.297784743073464,20.295722840636873,34.82145484004776,18.399603353529553,46.37731905833285,5.851384153261692,43.85851580645263,20.908472830574183,28.27224648747275,22.96416490370503,36.08954722818148,19.12110516015137,38.461461885303734,6.557641256869154,764.9707517263352,76.62074350829911,3.4274458689784035,63.577626693393114,2.665021840214059,4.716362208814661,4.716362208814661
180,0,21.022225627612816,39.19674489385283,19.613829279464994,38.31566021178015,22.520519115231142,38.656889095311456,18.926965507165143,35.336207774664636,17.313596208087144,45.80670165730497,7.976431610212851,58.45431251033287,19.80417501145162,29.735699980467434,20.843588457926852,36.60417501145162,17.945876760581537,41.38928230841463,7.138192657230514,759.8312192131144,67.78191066542637,4.907804803555181,32.920203460076316,1.463085360267503,30.11699058587844,30.11699058587844
180,0,20.990270922636018,36.909840357656755,19.71199564662701,36.60922351928804,20.6761466004703,37.322198840946186,19.992039180356915,35.23591436499759,18.012960810204397,45.11763789812799,4.950215293486374,70.70970007333386,19.068432508876292,30.732839855655815,21.53652635743107,39.74746007101032,18.35211901065155,41.21273583077424,3.855602318107632,742.9701863203728,86.68601837163314,7.152757597639192,39.3686501775258,1.783505074321035,22.285619489349337,22.285619489349337
124,7,21.30286268190359,37.626724549980324,19.346274322690572,37.20223410038865,20.520690659616346,35.41195411752094,20.000034048268553,33.77909994826122,18.29,44.31782797771275,4.570852784155959,38.568473870954435,20.867084147786493,27.31276263846538,23.941261351150963,35.43022420964101,19.110206384058042,38.891541341711765,4.992286478096413,766.3439721488442,78.5638537528874,2.2306906596163447,60.46138131923269,1.4922354068470374,41.00821689311612,41.00821689311612
180,0,19.68847894670471,36.85573324005406,17.737772993244235,39.28073716083581,19.955639613271266,36.38161468007809,19.81816185064271,34.97702798618814,17.92432133313311,45.51489844522919,7.366552177505865,48.54010329241809,18.252121699395445,32.267784846670786,21.292262053145127,39.66500187629475,17.84684473982881,36.777648159086105,5.899017173397405,744.5204759941046,65.91341644552952,3.017940889601288,35.7254293349351,0.0,13.192269894600404,13.192269894600404
124,1,20.8050998917104,35.5034221722989,20.118416302827836,33.95868001542393,20.21040614910033,34.87077468811102,20.91937056633758,32.22975602622068,18.538822451928166,42.388476940873765,9.560182862135195,23.170026319085643,21.300619332661533,26.318801646914686,22.588835610476067,33.96655760205558,19.438822451928168,38.29847694087376,9.42091383547574,765.5246697402229,57.796784654962494,4.602030745501648,29.191369331617995,1.404131998457607,40.2562843024821,40.2562843024821
180,0,22.321546791061884,38.56923719193674,20.341738893494224,39.545780579883655,22.254674712262602,37.95953033526757,21.005962699070604,36.97256280947441,19.43882304121663,54.85057705966182,7.473661493518901,40.536247447663776,20.280546353680105,32.179807897567656,22.47892408211512,36.329032383767036,19.209406000876005,37.17055633692549,7.696968734237742,745.3358760268775,69.01238069416821,5.388074601858793,40.0,2.307643127271424,31.864451500825155,31.864451500825155
124,0,20.871213954622043,33.48506344290387,18.941766615239917,33.652053678405814,20.366300662990348,34.632904341897394,19.39831462576764,32.527441592940306,19.91671230480019,90.76015286715136,2.3581279651594187,42.12612131958892,20.166890742072944,28.999726176212558,21.768433285239915,36.37175247223963,18.46798603722271,37.14379653327485,3.0083420081463834,758.8126049555091,68.47327954756224,4.039042522120579,35.878765077077325,0.0,28.27115745109565,28.27115745109565
180,0,21.407114716003402,37.06718272757301,20.23654268288482,36.717268520222355,21.400321714538176,36.3477762104333,21.08680607752738,34.54818136327078,18.814955269344342,46.06232042142817,9.477173037003773,22.519158843500648,19.82095103751426,31.3781300964253,22.35959954586262,38.20622096834664,19.130829404749125,38.31791194929871,8.445945531362554,754.0456201671149,59.870932681569414,5.710046566250144,37.26242416193104,0.874397342326029,19.528703757865593,19.528703757865593
124,0,22.032169931019794,38.21575801765768,21.101619630123658,36.64413838753402,21.970875173523513,39.16404527026748,21.471522391824937,39.05388521516916,18.1,48.70805611923,1.3144310645862491,96.78525136184035,20.358933518425083,35.940551243576444,21.3262474067265,43.20958201010609,18.1,39.830443806824164,2.9857255013250104,765.3449896465177,68.45630481969683,1.993527816345031,39.88350069409405,0.0,12.008499859220677,12.008499859220677
180,3,20.449026670964994,42.21528198450237,18.580167189967746,41.63353586243479,20.35614378005504,40.247609408848106,18.895179725068797,38.2282521142044,17.88498746489895,63.69651013310132,1.7400761967478102,82.03563690677494,18.465362711189876,32.338642684372836,22.120321349629947,39.38718080964374,17.66096405498624,37.05220584520639,1.8367679312173957,746.1031019745279,93.92170503910421,2.561437800550369,24.3297112247965,0.9099008116771057,14.776561748767767,14.776561748767767
180,3,19.664948303770633,39.329170744305785,18.500897704788915,38.9361203377223,21.020854163606092,38.052211648221075,18.92264688507067,36.41031285261949,17.576996721127017,46.57506734095893,0.0,85.89560011219905,18.470635204342162,30.500346180534923,20.211820842145254,39.145539596736114,17.465763049070578,37.757555770535156,0.43157232743722407,767.1330430921145,83.6274256869007,2.0724972678203484,56.23766776081266,0.0,17.280450972931927,17.280450972931927
180,0,21.11246419758492,40.13272845247803,19.920832547878778,38.6204314278898,21.286628477423914,37.55465798892569,20.55671920992303,35.747177679121535,17.918419292177106,47.20223736633712,2.776174814928328,75.2344694758063,19.019149958872962,30.485721152432742,21.188857062047784,36.58640722180981,17.94574498766189,36.02657625214227,2.2974785185509505,758.0978668699014,80.50254705024162,1.172238134492822,25.794333058291887,0.0,38.41129398685924,38.41129398685924
