HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
33.28581220013708,0.81029963347138,20.0,3.97,0,0.647,7.327547839746408,95.00218643420752,2.0621995811101486,5,264,13.0,392.4949725881898,10.934079079571273
36.69685863874345,0.08753448545527631,45.0,3.44,0,0.437,7.147667950413069,25.658617453668427,6.48,5,398,15.2,388.77657757220527,3.167975641316543
32.06335654085746,0.04805940877273186,46.636200629368275,5.255301090489921,0,0.431736738552453,6.817372939181821,21.72696244300908,5.313266212702637,3,257,16.936379937063172,393.4224551974825,4.4486747273775205
37.25625,0.08577237560867546,32.92868001113827,1.858315598180749,0,0.46036570390124065,7.272622151829955,49.75569039754958,6.46272539509347,1,281,15.154780001856379,394.1250273712962,5.168254961730145
38.0455534403046,0.6361810894530454,20.0,3.97,0,0.591959669800078,8.068515559637838,73.47765165975203,2.341206017480184,5,264,13.0,386.63092815964575,8.337449193587464
32.11527812872252,0.09287834632784857,45.0,3.44,0,0.437,7.052036194280554,36.82838585683533,4.567,5,398,15.2,393.92629065055013,5.21454696542585
38.826489436527986,0.08251965119983787,0.0,2.46,0,0.488,7.361920510723956,89.18099582714228,2.7145685580802597,3,193,17.8,394.60746809088937,5.749446228497769
34.01758497001058,0.20961765771954413,19.994969180520318,3.326075960805848,0,0.4429456671496194,6.812587599715227,32.254936548718135,4.111307142949973,4,216,14.90744561282993,396.89063488028177,4.856439448933993
44.66485478850848,0.3586272071173223,18.785895163113956,5.90967252929733,0,0.4416649842314855,8.17528717856656,9.656422799873635,8.098798729197565,7,326,18.851637353513354,394.065497064657,3.595516356273486
75.0,6.350620205600002,0.0,18.1,0,0.631,5.387619929897924,100.0,1.2773675372605444,24,666,20.2,372.37880097672286,5.361506388812185
34.00615187439923,0.08343540508225543,45.0,3.44,0,0.437,7.001552551571644,32.89450059782746,5.280959384543671,5,398,15.2,391.99448692711184,4.567638329575852
32.31498829039813,0.2228719999892947,21.784654971824505,6.129520233914685,0,0.45850851461766057,6.827511812878957,19.02931695894851,4.731415134569191,7,321,16.56705730990083,386.804916725462,4.4647976608531454
31.188321167883213,0.019337256706147263,90.46918445330846,1.9414091736442887,0,0.4174809545717502,6.731747590567246,33.37094997107472,7.210275813658956,4,254,16.319944389976516,393.9391462903206,4.091056070091035
44.51995685005393,0.04885994417512842,80.0,2.8680176822511787,0,0.4161006248319013,7.485104932072025,29.69388061610689,5.363221071430874,4,249,16.974272800624867,395.66040293851415,3.2864210317434734
34.08196721311476,0.03408325050735408,19.571066251081483,2.995431675843556,0,0.43836751551168,6.991333995941168,41.026089040353185,5.927519381279146,4,216,15.534821948399408,392.4021176610635,5.183644308503229
34.94821173104435,0.20744725647113882,18.507410920116804,6.968209239939357,0,0.4643731472699708,7.653237496278955,52.49405392214568,4.41085230185049,2,224,18.540296436804674,390.92358741631995,6.389694892314893
31.11886792452831,0.09364299621343104,29.76199747562069,6.00877161828273,0,0.4322936662459368,6.97317082807421,13.850481040355461,6.698064885062945,7,329,17.15950063109483,388.8972557536828,4.39028805354796
30.76707317073171,0.3905724708433903,0.0,5.807760232527177,0,0.5050946226069009,7.311294720165117,76.44390724712463,3.533077551530486,7,304,17.25405031907988,378.8994557775029,5.554669958920751
34.52261185006046,0.06369518354282984,1.8945773061322004,2.3430775148215557,0,0.48020516765477034,6.247931097936395,61.907693787053894,3.315232837321476,3,195,17.88660924828033,396.5017626891175,9.298433815509423
32.794550408719346,0.1036476690432859,40.0,6.41,1,0.447,7.252952317204746,48.555662685651086,4.767432599014076,4,254,17.6,389.4610740236112,5.980451550797561
38.83037249283669,0.01346602650681782,81.06794698636436,0.7280546935774552,0,0.4196505166299984,7.790952572173125,30.80389937527191,5.825172405037847,3,258,14.496115228772792,394.28132940233183,3.49115812934581
30.948249027237352,0.025693299888485496,69.23324972121375,2.942310999628285,0,0.41761984949818476,6.673812253810079,17.22504477882957,5.71586456522173,2,256,17.261984949818473,394.7601429579962,4.592959513195883
33.52304783626433,0.6629323688030494,20.0,3.97,0,0.647,7.255690242273342,92.79092316192306,1.9911888107332887,5,264,13.0,390.1603779339988,9.39358895174402
31.73372593718339,0.02331312966292271,66.98484724719204,2.939313129662923,0,0.4135727250449457,6.799575722921377,17.403030550561596,5.838627340303315,1,258,16.857272504494567,385.5092206611249,3.262424440449275
34.27610408000708,0.15614162828805228,25.82420974323347,4.818482879026462,0,0.46758412907275904,7.569587627660287,60.80512429530714,3.798363558101784,4,222,18.510396773181025,393.5154428697334,6.530718225249563
36.28062719572973,0.370541235693748,21.53551801010335,5.867178358025676,0,0.43254123569374797,8.222960420147565,8.674466630393475,8.790203892358715,7,329,19.064108209871623,396.54841396414963,3.5446448198989664
30.543231725659275,0.8088642896464004,20.0,3.97,0,0.647,7.280417740943477,95.02825242229046,2.072468879142591,5,264,13.0,393.27689161650676,10.832200356915726
37.05627456909586,0.015276770680861897,90.0,1.3220921257490685,0,0.40224546806387856,7.757629518185016,26.363754346869722,6.748662909629552,1,196,14.070510157465225,393.98931974949323,3.345436356177472
31.810522454967803,0.574033236649822,20.0,3.97,0,0.647,7.09799146640525,87.09405903441674,2.0826208811826326,5,264,13.0,392.5462232252248,8.807526439418623
38.806585653903525,0.031467286180079185,76.99951091046381,3.0566405818914033,0,0.4234677752696154,7.081319312766629,18.252733383502267,5.525636180085577,3,250,17.980078254325793,394.3821025507871,2.1306298219216067
35.91198144763612,0.04362527809783759,84.47893491846868,1.884529964212334,0,0.4101543242554413,6.969949888760865,16.604612070109884,7.406175813187275,3,401,16.62124165706487,392.8541234252626,4.673627502880538
30.96650875431166,0.08466581815193182,40.0,6.41,0,0.447,6.628506689970659,35.25409307070591,4.2607513737719955,4,254,17.6,395.47063291096106,6.977238692271909
