rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.065054,0.15419,0.396655,0.26844,-0.329644,2.28701,1.379911,0.496352,6
0.116055,-0.384502,0.000759,-0.341659,-0.045607,6.388564,0.38541,0.612696,6
0.251643,-0.49261,-0.004118,-0.265692,0.249177,2.512063,6.041966,0.706374,8
0.086013,-0.002912,0.401422,0.084586,-0.384136,0.235668,3.515227,0.682071,6
0.01815,-0.112389,-0.240683,-0.176673,-0.225018,0.126753,1.925247,0.839561,5
0.394027,-0.345715,0.158697,0.341677,0.469031,10.830407,1.384672,0.433025,6
0.329307,0.396506,-0.100713,-0.051583,-0.103099,3.700164,6.954968,0.670922,7
0.178027,0.160558,-0.126576,0.108457,-0.353615,4.127418,1.558563,0.366688,5
0.069612,-0.335169,-0.428984,0.060117,-0.417514,0.734704,3.530695,0.477219,7
0.093871,0.134101,-0.16235,-0.422439,0.493172,0.610067,3.950419,0.770624,5
0.15748,-0.011608,0.227484,-0.132877,-0.212732,4.13879,2.189343,0.708078,6
0.034123,0.070069,-0.3626,-0.271123,-0.354884,2.597778,1.538765,0.880075,8
0.277826,-0.470145,-0.107953,-0.467942,-0.491758,1.070487,7.57349,0.745367,6
0.060297,0.091142,-0.141082,0.29285,0.346066,3.089297,0.704998,0.436801,8
0.057989,0.161752,-0.237428,0.466885,0.224701,2.063231,1.684463,0.472631,8
0.071775,-0.026516,-0.114122,-0.088074,-0.030478,3.919734,1.674268,0.398199,7
0.594858,0.177068,0.184903,-0.227172,0.117249,11.790704,6.130179,0.727759,5
0.144279,0.131784,-0.193143,0.012426,-0.172345,0.688439,4.040511,0.468191,7
0.054243,-0.078863,-0.336297,0.036216,0.054711,1.247593,2.332311,0.446974,8
0.150473,0.205455,-0.132542,0.407854,-0.181343,4.477265,2.33687,0.778497,6
0.264531,0.421035,-0.324814,-0.396669,-0.162293,3.212073,4.396216,0.45389,6
0.084819,0.171246,-0.290159,-0.197295,0.15521,2.557441,0.97533,0.260029,6
0.008416,-0.346536,-0.197245,-0.266079,0.419978,0.956101,0.382227,0.208493,7
0.631171,-0.13993,-0.222189,-0.025327,0.050985,1.223758,19.078402,0.886573,8
0.345462,-0.157162,-0.348277,0.292048,0.378028,0.782917,8.023945,0.444752,5
0.006966,-0.355507,0.050467,0.422945,0.287384,0.758353,0.496052,0.878255,5
0.102712,-0.406308,-0.49723,-0.459447,-0.494749,3.531534,1.286864,0.669548,5
0.096457,-0.307021,-0.13938,0.084144,0.260069,4.368862,1.251931,0.280974,6
0.253805,0.418076,0.315241,0.128355,-0.23195,6.215198,1.520885,0.273943,7
0.001789,0.064851,0.443166,0.135218,0.31498,0.232028,0.448388,0.649411,5
0.107385,0.001991,-0.401617,-0.347256,-0.18591,0.866498,2.574097,0.713791,7
0.08908,-0.126555,0.487392,0.380864,-0.229037,1.573103,2.84287,0.834322,5
0.092797,0.031591,-0.440194,-0.184965,-0.083541,0.857473,2.475853,0.369515,6
0.401604,0.412373,0.389183,-0.225094,0.001425,3.029607,8.399478,0.76411,7
0.114294,-0.422841,-0.082072,-0.172462,-0.455748,5.377913,0.00807,0.779286,7
0.306173,-0.411603,-0.430415,0.35734,0.050842,6.549293,2.863522,0.221042,5
0.016129,-0.376169,-0.455057,0.420844,0.149542,1.471837,0.453731,0.658216,6
0.193842,0.052084,-0.282038,0.094117,-0.287796,4.239064,3.574783,0.433488,7
0.005718,0.216626,-0.140546,0.169006,-0.364999,1.022845,0.261057,0.617872,7
0.097362,-0.003337,0.396905,0.313379,0.040169,4.166889,1.704155,0.453664,8
0.391977,0.219489,-0.224158,0.270328,0.346637,9.505093,2.078393,0.737026,5
0.110408,0.082033,0.097682,0.289229,0.130923,4.941761,0.836959,0.469327,6
0.153782,-0.051008,0.2976,0.427438,-0.439509,5.966023,1.188031,0.851899,5
0.001535,-0.298575,-0.229401,-0.163956,0.197879,0.615294,0.384799,0.515964,8
0.106055,0.47247,-0.471843,0.194466,0.075118,1.107217,4.15108,0.871929,6
0.255803,0.40022,-0.175567,0.392571,-0.455188,5.430007,2.034096,0.300935,8
0.240281,0.494653,-0.191211,0.389752,0.109353,0.734394,5.727833,0.383165,8
0.26662,-0.370247,0.494091,0.319053,0.278911,0.471117,9.487738,0.578803,8
0.094316,0.469474,-0.453867,-0.447591,-0.393873,0.300468,4.072068,0.590338,7
0.012555,0.04907,0.365398,-0.450651,-0.163637,0.696631,1.447646,0.868918,7
0.468852,-0.18847,-0.401281,-0.053165,-0.318479,2.398952,10.34512,0.474944,5
0.040191,-0.125691,0.239958,0.44581,0.38491,0.410904,2.490859,0.669149,5
0.226985,-0.179034,0.331804,0.095676,-0.318192,3.500306,3.707324,0.39358,5
0.10042,-0.259893,0.288668,-0.319551,0.241591,0.130981,3.69046,0.399567,6
0.035981,0.386691,0.119029,0.466584,0.26485,0.60233,2.68054,0.667098,7
0.086416,-0.296625,0.281434,-0.374608,-0.451419,5.460496,0.665345,0.896941,7
0.009496,-0.338299,-0.023411,-0.175625,0.027358,0.518667,1.720418,0.664912,7
0.088768,-0.007913,0.256629,-0.423943,0.498851,1.047964,2.819099,0.569345,5
0.000805,0.17114,-0.396041,-0.086116,-0.013289,0.297378,0.848127,0.89601,6
0.050841,0.44155,0.433108,0.060475,0.286764,2.943736,1.093485,0.840368,7
0.168139,0.211796,-0.14095,-0.302477,0.023962,4.202896,1.441766,0.763631,5
0.238404,-0.379598,0.4771,-0.003285,-0.078305,2.592437,5.221792,0.393856,7
0.001585,-0.293417,0.49736,0.323194,0.4701,0.065459,0.855487,0.568387,5
0.021164,-0.401133,-0.431173,0.080585,0.458239,2.112949,0.455434,0.79146,8
0.114797,0.175598,0.126418,0.136887,0.24675,1.552344,3.488234,0.296242,8
0.158494,0.075394,-0.067378,0.269867,0.098721,6.282787,0.529065,0.721732,8
0.056478,0.261741,-0.42611,-0.008031,0.04559,1.376562,2.697417,0.224807,7
0.213842,-0.369776,0.224892,0.046528,0.426306,9.031063,0.329573,0.917043,7
0.323664,-0.308317,0.238825,0.409554,0.417914,7.661661,3.897341,0.552641,8
0.099966,0.13426,-0.040614,-0.331912,-0.207902,3.22417,2.363989,0.541202,8
0.21494,-0.271688,-0.445304,-0.001478,-0.287056,0.325078,5.360187,0.592632,8
0.117958,-0.362012,-0.471007,-0.101817,-0.36076,0.518986,4.941931,0.769801,6
0.022506,0.029553,0.353415,-0.375028,-0.137343,0.548387,0.847746,0.301673,5
0.036246,0.04994,-0.032515,0.239506,-0.234092,2.158659,2.17536,0.610797,7
0.277696,0.366454,-0.058715,0.15219,-0.250596,6.851147,3.371535,0.635054,8
0.06174,0.217214,-0.342372,-0.292628,0.153547,1.348022,1.629496,0.612048,6
0.29783,-0.365437,0.121695,0.042011,0.247321,1.101946,7.23608,0.270834,6
0.094097,0.133974,0.224873,-0.228374,0.044901,0.907174,3.433331,0.345474,6
0.120962,-0.059505,-0.480083,0.189395,-0.468106,1.941544,4.312298,0.543147,7
0.181204,-0.028601,0.293974,-0.442157,0.496367,0.728668,5.368529,0.721241,7
0.026648,0.401156,-0.056281,-0.420847,-0.363008,1.937333,1.369794,0.880773,8
0.044998,-0.093704,0.234592,-0.138792,-0.490041,3.203328,0.859567,0.65054,7
0.353304,-0.050889,-0.422328,0.015905,0.33243,0.953392,11.001185,0.443055,7
0.256838,0.336157,-0.327912,0.29038,-0.405956,4.556237,4.774957,0.644424,8
0.108355,-0.097241,0.121074,0.221198,0.232316,5.525552,1.202141,0.958702,5
0.057881,0.000618,-0.427912,-0.149953,-0.13077,0.63166,3.540468,0.856408,6
0.43614,0.298619,-0.130452,0.26336,-0.007112,5.297998,7.906304,0.837589,6
0.310287,0.437446,-0.389326,0.492301,0.094795,2.978634,5.153954,0.575893,8
0.37797,-0.045569,-0.04456,-0.222678,0.390314,0.912842,12.200351,0.628998,6
