rej,a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.35996531759700606,0.424090718998773,0.18799586372446178,0.2652571907226349,0.16644340742508806,2.8974071924798115,5.61808851003157,0.43643922975328986,6
0.34607279484053965,0.4392541673709133,0.21005036514892828,0.37293958849782505,0.22442045695902635,2.999043707633508,5.759134190043129,0.5092042641393605,6
0.38340672953896987,0.0,0.0,0.0,0.07648174734820229,0.47459742404072214,8.826623521002746,0.19588268243444543,6
0.3438673592528028,0.0,0.0,0.15155552816706952,0.18492402550057993,0.8623127155754438,8.671835058973347,0.5963580894624991,6
0.34484948722595193,0.0,0.0,0.3634706385633314,0.1690142161506873,1.1038724410734575,7.965576350759817,0.5914103730094162,8
0.34428276899328825,0.0,0.26037675586845327,0.0,0.0,1.041124541044485,9.020797831647211,0.5375430801841281,8
0.34605525662238984,0.0,0.0,0.33362952501457677,0.0,8.234251920520474,3.174059037393527,0.7243421317248161,8
0.3656299476989184,0.0,0.0,0.3599621324143515,0.0,8.179302610078972,3.419130403961141,0.7622860846744356,8
0.34676841321847035,0.1053845782688475,0.0,0.10695724972267756,0.0,0.31418699940203076,9.757489026547773,0.8025575590498599,7
0.38943318952530565,0.22033643434211495,0.18929933131752297,0.09756261158870586,0.29479773254678876,0.958723017732332,9.608664449245827,0.5855018810210927,6
0.37641172919622135,0.0970830994592031,0.0,0.15307719113293758,0.0,7.76628690046289,3.6005194238329534,0.4696684437595337,8
0.3428227582837333,0.0,0.12129325342407112,0.26718144492874474,0.2816077866198758,7.979629980856715,3.813110660051819,0.6264798668396039,8
0.344240318950079,0.0,0.0,0.0,0.0,2.473153300893092,7.721416775478966,0.6269210989726712,8
0.34651773748690773,0.0,0.0,0.31808618252531573,0.0,3.0542083418443164,6.851509829440643,0.927613212565756,8
0.3618320875784336,0.31204634317155044,0.0,0.0,0.0,2.1495497385858524,7.774464030585416,0.47787082710254286,6
0.3435003497168176,0.48735854533420847,0.0,0.0,0.0,1.9137099263225223,7.960986774486827,0.4470749376244404,5
0.3609903608979573,0.07485188094207927,0.0,0.11437952570783919,0.002986550620569961,2.908219035363553,7.163302729068164,0.4404079382873822,5
0.34394847529058786,0.018116164948521134,0.29485415962263617,0.0,0.0,2.451574149978509,7.850464038661328,0.5790762790070865,5
0.34820522545164834,0.1044881630188724,0.0,0.0,0.418569136921329,4.863695548373067,6.139475440894375,0.4453574398560531,6
0.3519616959998864,0.0,0.0,0.0,0.0,4.668875615700008,6.873474532377954,0.5626390782143301,6
0.34497852607841206,0.18886920267691504,0.0,0.09285176065215725,0.0,6.643920564612395,4.261262388187199,0.5316734500152233,6
0.34497852607841206,0.2624380519429016,0.0,0.0,0.0,6.590566715820081,4.752227618864865,0.5965060254843831,6
0.34674184797092233,0.1816303525938858,0.31489328516706006,0.1594213908615633,0.19951964136959438,3.1504954143684207,6.871200498650447,0.596399007172386,7
0.34756880770209886,0.23732089889785635,0.3585249911092174,0.19803412237932022,0.21142297820705674,3.1242614902325645,6.766148650094835,0.5564740539421369,7
0.3613162572758267,0.21859324441507538,0.0,0.2656354865164519,0.2853523085944653,2.7360306667199077,6.8419545963920285,0.3252772353653423,5
0.3613162572758267,0.23705590693594242,0.0,0.27504585184557767,0.28815296049430494,2.7338557308084184,6.749447417369178,0.30030754491396117,5
0.36310662125632237,0.0,0.0,0.0,0.0,10.516360994134976,0.8179488452817022,0.6800988263030454,6
0.36074045887028217,0.062367546307511706,0.22204729549477065,0.0,0.16044169836395397,10.184198598035174,1.545778695624672,0.7069343187345707,6
0.3661362308194367,0.41594173470138635,0.0,0.007277506481797133,0.08251968215911917,3.270357519282755,8.311133700147167,0.7494503940499782,6
0.3956420638314949,0.42177498057230434,0.0,0.0,0.15600175319991372,3.3672550386705935,8.229321088172602,0.7205720184645557,6
0.3477643527120138,0.0,0.0,0.0,0.0,0.6129357666109148,7.550777732659389,0.33316535719946905,5
0.34431830854772966,0.26554485273857564,0.0,0.0,0.12307392193775366,1.1778995752826078,7.773505463469456,0.6082806892163359,5
0.3669550997075643,0.16795239119862096,0.2849332471503406,0.0,0.3441146750896599,8.725253722319291,3.641950384291689,0.4569478651145598,8
0.3669550997075643,0.34509187362274285,0.11558822300121602,0.21233071275170515,0.11061898435903317,8.298073397587492,3.9000397595508107,0.7568681376272097,8
0.3555071051839697,0.14344764145030134,0.0,0.0,0.0,10.210217075933619,0.2829880267770393,0.6663966927198117,7
0.3646327092233852,0.0,0.0,0.0,0.0,10.0273991917783,0.19659949679866393,0.6263544570680718,7
0.34704266351455115,0.034526485902503845,0.06875523057270025,0.08017241399967487,0.3779572695656743,4.8059269061687075,7.566638628624918,0.7405853199753383,8
0.34965353051861997,0.0,0.25046625950946333,0.17165352163870848,0.3654185640973504,4.824551096684507,7.641030855658895,0.786786219913313,8
0.35926148130079727,0.0,0.009542080821440646,0.06270270307864009,0.0986003528296709,3.4670925304638245,9.220474077508701,0.748730972700351,7
0.3647224005595315,0.0,0.0,0.1707538231458472,0.2585931412661043,3.307431625904739,9.439862643959744,0.7498766529719584,6
0.3460996370476097,0.18235701434333806,0.024018642546624835,0.11367325919734322,0.0,6.648273604474227,4.214193950498954,0.5257660338082367,7
0.3460996370476097,0.3743201739920419,0.0,0.2711444543500784,0.0,6.409230153018297,4.520883469531609,0.6494282607082706,7
0.3599692397103025,0.2686037939665529,0.0,0.0,0.0,1.92970647171914,8.023140276225465,0.49936151015712543,5
0.35233728234304545,0.0,0.0,0.2693242292109185,0.14148001658791332,1.7222087866717903,7.911400499411133,0.6255671890330885,5
0.36315285815110077,0.3981292660601909,0.1372550021951483,0.0,0.0,0.7119561907952549,8.436319774894521,0.5302579742927309,6
0.36645630081417946,0.04806070817569319,0.0,0.0,0.0,0.2614121352533787,8.376444211102068,0.367133924920558,7
0.35788208000200916,0.0,0.43018814815463646,0.21517085796072893,0.0,8.991526325428932,1.723666715898816,0.5780365550171271,7
0.3536980125090243,0.0,0.3514551210759081,0.4674467044189781,0.0,8.953974016910228,1.5141342981378605,0.5415361022629002,6
0.35165937955120163,0.023603430591321833,0.3002556941152556,0.0,0.0,2.449259212172967,7.870782685184177,0.5768189979334062,5
0.36390003645347335,0.018444737441857463,0.30864961153065856,0.0,0.0,2.437652655319769,7.868954961254964,0.5823079296055956,5
0.39036728457257175,0.0,0.126009787709762,0.0,0.0,8.874930338583562,3.0014262979853936,0.4917306775806049,5
0.39036728457257175,0.0,0.0,0.0,0.1291929330481414,9.373531222441079,2.757282742360515,0.5534380891172686,5
0.34618346344063194,0.0,0.47597376767979005,0.0,0.12831779448807612,4.063613137528813,5.922429941177547,0.3790077883786588,8
0.35276160041485605,0.0,0.36610127420419336,0.3941859433358701,0.0,5.158302593591632,5.861052903215849,0.7269548690442807,8
0.3706112654911095,0.0,0.17363523479334297,0.18323858523753228,0.1860184558012825,4.950620784015584,6.182148951607648,0.5417322646697942,8
0.35041198988191286,0.0,0.29361530020023074,0.0,0.0,4.46761160246152,6.232756443915653,0.4743457639398943,7
0.3720018187009737,0.0,0.0,0.0,0.0,3.1357029464376036,8.024215123072947,0.925133265715289,7
0.3720018187009737,0.0,0.0,0.0,0.0,3.0968063194101494,8.161793048066203,0.8660993240844108,7
0.3748269893110065,0.0,0.0,0.37933804185210623,0.0,7.643428553505452,4.4338634545629985,0.6058565100805661,7
0.3442772290814986,0.0,0.0,0.41157408894346137,0.054389493383459095,7.828848899912522,4.363310645988456,0.7001399979877512,7
0.37368809304162787,0.3601943101450331,0.29622773136320707,0.0,0.0981354439271788,7.216516565171339,6.055501405188262,0.5683948078015207,6
0.344583562950979,0.3979646971421138,0.0,0.35294486540656683,0.0,7.160662779633043,5.493677975729473,0.8808801711263845,6
0.39160327570395687,0.0,0.0,0.2809545199923621,0.11993652707168585,0.901518150952481,8.911493724707457,0.4789787498986088,6
0.39160327570395687,0.0,0.0,0.2752026144479531,0.13459469571393035,0.9473206689491543,8.77394808911902,0.5787124433649445,6
0.36838923689171243,0.0,0.0,0.0,0.0,1.5857948562895068,7.29223515207517,0.4465688124083128,5
0.36838923689171243,0.0,0.0,0.0,0.1534063573101414,1.7525565804739587,7.30390454671997,0.4113823632444397,5
0.3753271726684889,0.2545952077808791,0.2193631203408421,0.16915611511734616,0.0,7.220027002360808,4.092461190564969,0.36593124331117177,7
0.36375005826553064,0.247153478149721,0.0,0.0,0.0,6.997957187583341,3.8530510684170314,0.4131695167885381,7
0.37865086100281903,0.33229944470148853,0.018284555228534005,0.15400365105556013,0.0,2.7866668982733547,7.799073800700535,0.5546652034461723,7
0.3493754832247613,0.24211244668234605,0.0,0.36100919932751924,0.0,2.992563726827441,7.013398593555903,0.8300971811305116,7
0.3779076042499715,0.12145247230137307,0.0,0.0,0.3374122352107493,5.642066621976692,5.880078193728237,0.761101877930002,6
0.3550507503631717,0.41919893328192886,0.0,0.0,0.0,5.504976893476832,6.153469946014306,0.8116557442919764,6
0.3556678050119784,0.3002176580945385,0.0,0.377419397624256,0.0,0.5628542869900843,9.423466603222534,0.7042687600813837,8
0.3556678050119784,0.07316144760380153,0.06512807601347168,0.12003484624878487,0.0,0.8320260063159585,9.206206516735362,0.6094696128950154,8
0.3933848042969209,0.0,0.2573160995186691,0.2964576348922364,0.0,10.064036154536035,3.144984735665792,0.9460413705345087,8
0.3773848463331659,0.0,0.07229325268953185,0.03943361186981181,0.0,10.196534207468032,3.227475911491013,0.7442212955614387,8
0.3854150443377432,0.13086258458358443,0.38953318994806424,0.29954668726463024,0.36538813717708685,2.767826097120454,8.476137379073275,0.7318935692451098,7
0.35590540125764264,0.20275095345237992,0.07614259664856732,0.17987020468282966,0.4208264116123894,2.2424758991439817,8.376499890935534,0.6814352383236881,7
0.383349974747964,0.0,0.0,0.0,0.26078508588865434,1.3707561709367888,7.5443811684180835,0.24744347160330316,8
0.387003299650576,0.14911500280663428,0.1395765663306318,0.0,0.0,1.5504861081996275,7.504351828998664,0.20535664784710875,8
0.3594882252087995,0.3575857863473845,0.0,0.0,0.2840547147068857,0.11515141009486402,10.438038398395147,0.7307046160168165,6
0.3506898590885825,0.02449548131914625,0.0,0.04822602402834285,0.0,0.1838113433897683,9.89838824222139,0.8516023203349861,7
0.38406367600201674,0.0,0.0,0.0,0.30876703674899064,2.454934059404097,9.088038149481504,0.49612019982409994,5
0.38406367600201674,0.085277998335113,0.02493973706679886,0.0,0.2518793019968499,2.735172083252213,9.415690956375162,0.759742335230659,5
0.34704266351455115,0.052215441711847554,0.053556298010761116,0.06902832802362402,0.37998663681520406,4.8082213920687655,7.561009516625702,0.7340529161493561,8
0.34704266351455115,0.26531726516476106,0.0,0.0,0.4044347651271068,4.8358634493196035,7.493194658338813,0.6553559494175908,8
0.36035722247931223,0.0,0.03349719426469879,0.0,0.0,9.227479563781614,4.107122017429494,0.4864354234583222,5
0.3678377850005288,0.0,0.04911657150975481,0.0,0.0,9.297839685894855,4.100654504653926,0.6349831337545291,5
0.37054974984971295,0.29249569065047,0.000978189764845462,0.26440659725238924,0.22419970240037498,6.667350046194463,4.723409568084996,0.6072993116860987,5
0.3584468803018072,0.42290786280955933,0.0,0.0,0.19840628895472368,6.713860918050504,3.3953721335943334,0.4414733822457525,5
0.3491013993950296,0.23637189788497256,0.15019857453411872,0.06232156082587136,0.0,6.270390890057251,4.1012059403022425,0.5316202483625715,7
0.3483336097212992,0.3835056676013075,0.38681584343921677,0.0,0.0,5.2680661592623474,4.034960471555053,0.527486652518111,8
0.34724208745468316,0.0,0.06546061519981297,0.0,0.3759819908033302,8.775778399203302,3.2479142712864357,0.7716156058797559,8
