usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
0,2,0,1240,87,83,0.4,0.6,21455,50048,679.0,93,7
0,2,0,1235,90,81,0.3480483596417076,0.5764685632276837,24644,48823,671.3527302472847,92,7
0,1,0,1235,80,81,0.4416707936230589,0.6908354117436759,25973,47539,682.4974041249944,93,6
0,2,0,1240,87,83,0.4,0.6,21455,50048,679.0,93,7
0,1,0,1244,87,77,0.43894908726173665,0.50812007337055,28395,53712,680.0464177858689,93,7
0,2,0,1253,87,80,0.45037401350924716,0.6653302010979063,28234,51240,686.4801403200147,93,7
0,2,0,1486,388,230,0.4323435014572037,0.442304780046073,630895,565209,428.0626687015242,90,9
0,11,12,2264,410,264,0.597889809624314,1.7949232115981117,635347,578205,795.0126321747509,93,10
0,2,0,1493,393,231,0.4523042249482053,0.5654231804458789,634397,571365,415.4492097745731,91,8
0,2,0,1483,385,227,0.43099174430762094,0.4998295467850253,637338,576839,417.1334349174426,91,9
0,1,0,1500,389,229,0.392371118266788,0.5081019052133967,647575,570911,406.8147974942175,91,8
0,1,0,1519,398,232,0.41888328187592294,0.42193144060017856,629208,578731,414.66217262509423,91,9
0,0,0,1429,94,79,0.18029442972507748,0.04390073235532033,285097,52821,158.93713107304154,91,7
0,2,1,1436,93,81,0.2,0.2,287757,47872,148.0,92,8
0,2,1,1436,93,81,0.2,0.2,287757,47872,148.0,92,8
0,2,1,1404,96,84,0.2122830103107856,0.21343491186769808,284416,46571,142.2336776354125,92,7
0,1,0,1488,91,85,0.23052985686551158,0.23083282898626967,285600,44604,140.89069947561563,92,8
0,2,0,1423,90,81,0.21067219658372488,0.25371101326160145,285423,52457,144.84449768352084,92,7
0,1,0,3985,343,252,0.6438390976114934,1.8226153322768028,156826,103194,323.31257761765715,78,20
0,3,0,3976,342,253,0.7072761401976613,1.7679304274760783,161695,99482,317.17945909641105,79,20
0,2,0,3962,346,250,0.5679609542155921,1.84031776330073,148325,103439,323.77156392939304,79,21
0,2,0,3948,340,248,0.5541036103042581,1.7779635006801193,147425,92895,328.258188566838,79,20
0,1,0,3906,342,251,0.6176807909473426,1.8158668554966613,152760,103892,327.2501441864634,78,20
0,3,0,3963,343,257,0.5146781233585273,1.8549230389115003,144897,100856,328.79529291056696,79,21
0,2,0,1052,457,127,0.40256120823243924,0.5885302521142719,1010548,628371,551.6830645182474,93,7
0,3,0,1052,457,124,0.3346151639051789,0.37549590299106533,999472,624996,548.3340330862765,92,7
0,3,0,1102,451,124,0.4791114539866442,0.38436210811467186,1002972,633605,550.8534152609329,93,6
0,3,2,1097,458,126,0.3789748950480515,0.42146588225071,1017526,627543,549.1899593933437,93,7
0,3,1,1081,456,124,0.3940747338661883,0.41009632271284124,1012893,634858,539.7267154619875,93,6
0,3,1,1007,457,127,0.41524200386805415,0.4700959029542984,999842,635417,547.0722866433316,93,7
0,5,4,1188,148,113,0.2,0.2,286813,28275,126.0,93,7
0,4,4,1232,146,117,0.3242328718457792,0.19377111379093026,290257,35093,129.14780196506743,93,7
0,5,4,1188,148,113,0.2,0.2,286813,28275,126.0,93,7
0,5,4,1204,150,116,0.24989852374932775,0.2946598411575716,286231,30079,127.65836208231237,93,6
0,5,4,1204,147,115,0.09059761271611372,0.07548807039912786,276669,31041,124.54290564169118,93,6
0,5,4,1188,148,113,0.2,0.2,286813,28275,126.0,93,7
0,6,3,1480,84,80,0.4,0.8,3808,46665,502.0,94,6
0,6,3,1427,86,79,0.311896980355856,0.9368800919579817,-4433,42861,508.68014306066084,93,5
0,5,3,1461,79,79,0.3770165637531077,0.7401871281199339,-6048,46989,488.4227259462653,94,6
0,5,2,1498,84,77,0.3699794526027105,0.8731601169137037,-2304,53396,499.7232490669371,94,6
0,6,3,1480,84,80,0.4,0.8,3808,46665,502.0,94,6
0,5,3,1493,80,84,0.2872212884771108,0.8473543045665383,-2298,42262,499.4694124374703,93,6
0,6,5,1582,320,106,0.2,0.2,480602,468110,224.0,88,12
0,39,11,2058,344,266,0.223499430591784,0.6728404431105701,506807,476794,1431.9410929604371,96,17
0,14,9,7598,342,253,0.43814210705410794,0.5983639143873412,494114,505780,767.878057184735,88,13
0,44,16,2836,362,191,0.21742658315381924,1.0558807041902447,491348,475364,1600.7864897998231,95,18
0,7,5,1578,325,104,0.17029554245174353,0.09858990869504312,479769,467092,219.47058493513967,87,11
0,5,5,1617,322,107,0.16701154819459377,0.20400878604485082,474348,462443,219.4714386667897,88,12
0,6,5,1893,237,136,0.4,0.4,708874,681925,247.0,86,14
0,6,5,1920,235,139,0.33455207658221336,0.38808420735722815,716491,687498,246.51646583659846,85,13
0,6,4,1901,232,133,0.2828866753466905,0.3900537227162326,704593,680774,247.50624916931946,86,13
0,5,4,1922,239,131,0.39365342133694287,0.3575374795631505,711568,680233,248.34461150810841,86,13
0,7,5,1862,239,132,0.4163914432139457,0.42707299026944034,700262,683050,250.79230450259556,85,14
0,6,5,1893,237,136,0.4,0.4,708874,681925,247.0,86,14
0,7,1,1229,138,95,0.5314303646966155,0.828670722289099,98230,2828,135.19259451501534,93,7
