usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap
0,2,0,1240,87,83,0.4,0.6,21455,50048,679.0,93,7
0,2,0,1234,90,81,0.33792051124831807,0.5588125670416819,25335,49012,674.7218187662867,91,5740
0,1,0,1234,79,81,0.4497944154632151,0.7589906076553441,26952,47927,680.9565843991511,101,-7172
0,2,0,1240,87,83,0.4,0.6,21455,50048,679.0,93,7
-1,1,0,1245,87,77,0.4465421189374882,0.4391811619969706,29900,53144,679.5854069594627,106,4073
0,2,1,1254,87,80,0.46019430731074557,0.7143484481593172,29704,51055,683.1846825046634,101,2720
0,3,0,1485,388,230,0.43864878993338646,0.3239836495092065,629945,566177,421.42664488795117,88,1884
0,11,12,2264,410,264,0.597889809624314,1.7949232115981117,635347,578205,795.0126321747509,93,10
0,3,0,1491,393,231,0.4625008088665533,0.5394796649657767,634207,571379,414.37018356012425,91,-513
0,2,0,1481,385,227,0.4370335109511679,0.4246701267705891,637786,576006,415.3124048538107,98,12632
0,1,0,1499,389,229,0.39088388596628304,0.4391493619941929,650243,570996,409.53975626038823,103,-7838
0,1,0,1519,399,232,0.4225645326447153,0.28832388250543267,627892,577605,413.929884254357,99,8744
0,0,0,1428,94,79,0.17645287579389649,-0.07322293080385239,284521,52055,154.11865808587902,91,-7647
0,2,1,1436,93,81,0.2,0.2,287757,47872,148.0,92,8
0,2,1,1436,93,81,0.2,0.2,287757,47872,148.0,92,8
0,2,1,1402,97,84,0.21467755387830592,0.22351533130789186,283692,46772,144.77409416361172,103,-2072
1,1,0,1491,91,85,0.23648157965373012,0.2539671711963326,285133,45110,144.02277975385263,105,2418
0,2,0,1422,90,81,0.21275271585662908,0.29401120633815797,284916,51746,146.23468881969194,95,-4435
0,0,-1,3987,344,252,0.6523854251432157,1.839583961276718,158885,103253,324.0559900457384,66,-10603
0,4,0,3978,343,253,0.7281893678966688,1.7438681377124883,164811,100116,320.6248841203304,84,-2738
0,1,-1,3962,346,250,0.5617150186467539,1.8705687965016975,148540,103460,324.31276490642676,91,4290
0,1,0,3948,340,248,0.5451562185869492,1.7614291788828895,147446,94549,326.82275787742367,81,-3800
0,0,0,3903,343,251,0.6211276189773131,1.827771999362015,153938,103843,326.25881849901515,72,-5700
0,3,0,3964,344,258,0.49804482698319175,1.8961326333331174,144369,101277,327.12323501477994,89,6235
0,2,0,1051,457,127,0.4030605096693746,0.7299873779363385,1011678,628956,550.9415719949643,98,4684
0,3,0,1051,457,124,0.32186854603848686,0.35711010498317847,998200,626103,549.0679930724624,86,8510
1,4,0,1105,450,124,0.4945340432760592,0.3726287591417232,1002459,633379,550.4774338125827,108,-7438
0,3,3,1100,458,126,0.37487610097841534,0.437572061351239,1020169,628255,549.5468316622789,105,3137
0,3,1,1082,456,124,0.3929196173639978,0.41767174775107285,1014531,634438,544.252723581051,94,-7256
0,4,1,1003,457,127,0.4182133961729454,0.5226899288605891,998650,634910,548.3621228562333,98,5944
0,5,4,1188,148,113,0.2,0.2,286813,28275,126.0,93,7
0,4,4,1235,146,117,0.3484517739411123,0.189097485392695,291004,34037,127.76100330312212,102,8976
0,5,4,1188,148,113,0.2,0.2,286813,28275,126.0,93,7
1,5,4,1205,151,116,0.25962612195607954,0.36568456483325684,286105,29800,126.92775248796885,96,-11265
0,6,4,1205,146,115,0.06926987821832845,-0.01793513088754531,274468,30613,125.18484453392625,96,-1271
0,5,4,1188,148,113,0.2,0.2,286813,28275,126.0,93,7
0,6,3,1480,84,80,0.4,0.8,3808,46665,502.0,94,6
0,6,3,1423,87,79,0.29472150678462966,1.0395833142445576,-6220,43450,505.7371328074954,93,-5035
0,5,3,1460,78,78,0.37253599766775786,0.6953086173852785,-8186,46939,494.40434286484447,94,18549
0,4,2,1499,84,76,0.36412701848071877,0.928053269324841,-3629,52353,500.7262966482632,94,3169
0,6,3,1480,84,80,0.4,0.8,3808,46665,502.0,94,6
0,5,3,1494,79,85,0.26523534762080214,0.8828849620825803,-3623,42943,500.5842905284675,91,4102
0,6,5,1582,320,106,0.2,0.2,480602,468110,224.0,88,12
0,39,11,2058,344,266,0.223499430591784,0.6728404431105701,506807,476794,1431.9410929604371,96,17
0,14,9,7598,342,253,0.43814210705410794,0.5983639143873412,494114,505780,767.878057184735,88,13
0,44,16,2836,362,191,0.21742658315381924,1.0558807041902447,491348,475364,1600.7864897998231,95,18
0,8,5,1578,326,103,0.1645047292920086,0.02250036930028515,479589,467250,221.4660683934546,75,-11044
0,3,6,1620,322,108,0.16058052818610885,0.20701663940302958,472991,463321,221.4665460042676,94,2212
0,6,5,1893,237,136,0.4,0.4,708874,681925,247.0,86,14
0,6,5,1922,234,139,0.32179315999236,0.3791436062588082,718143,686635,246.72949211279106,73,-2759
0,7,4,1902,231,133,0.26005571199780747,0.3825908790536768,703664,680952,247.2832155482676,88,-12029
-1,5,4,1924,239,131,0.3924161709619236,0.3256772023461193,712153,680495,247.7522281685672,93,-3966
0,8,5,1859,240,131,0.41958691597813147,0.4473862681013851,698394,682876,249.12156318269933,83,662
0,6,5,1893,237,136,0.4,0.4,708874,681925,247.0,86,14
0,8,0,1228,139,95,0.5180628778193347,0.8501828028426239,97657,5090,134.667183928193,103,2816
0,7,2,1251,129,91,0.6,0.8,100872,17439,134.0,93,7
0,7,1,1230,132,87,0.6709069656922707,0.8712582130322302,96562,17144,131.89120536664407,97,-1450
0,8,1,1237,129,93,0.5888579697984189,0.9720855966366552,103921,15367,132.09341618014986,99,16329
0,8,2,1301,129,93,0.6384757667677818,0.7098688195906607,104126,9147,132.89163788861902,97,9557
0,6,1,1243,135,90,0.6787283869882177,1.0263260557664164,96883,24668,134.18854934423666,81,2769
0,6,2,1607,62,81,0.6208110743912338,0.3954358917396962,32623,38761,524.5751935378677,98,-5368
0,6,1,1626,72,78,0.6452000346029202,0.5026684292727974,23366,35281,525.6339692017774,94,-7334
0,6,1,1635,65,74,0.569714980067092,0.39067313621496563,28111,34100,521.9288761010453,97,-14268
-1,9,1,1636,64,83,0.6727044811901679,0.831887697375511,24869,38799,522.9340556001287,93,-7287
0,7,1,1556,70,77,0.48739391498761203,0.4011840469448502,31283,40122,520.2154623919486,82,-7154
0,3,1,1623,73,82,0.6569265367465851,0.6677826553944597,29962,32037,522.1405971349164,78,3603
0,8,4,1187,65,60,0.6220200316946658,0.5962272946648659,11997,31289,390.45774955686636,100,19287
0,18,11,3064,69,58,0.8987768862322104,0.5093048977671167,9264,28336,589.824298334984,96,6
0,7,4,1213,64,56,0.6,0.4,9159,27622,387.0,96,4
0,7,4,1213,64,56,0.6,0.4,9159,27622,387.0,96,4
0,7,3,1193,68,58,0.6719221576771283,0.3947710704433019,1741,19983,384.77559996983024,82,-789
0,9,2,1262,60,54,0.5187728381650788,0.20455850172232878,886,27939,390.4948393373239,94,-4370
0,7,3,2042,276,98,0.36146608425120136,1.4003800585252406,514115,66363,244.34489505495662,71,-2478
0,9,1,2043,279,105,0.37372595730570385,1.1661400874409094,499270,59178,242.13369546849322,66,3239
0,7,4,2073,275,102,0.4,1.2,509927,61318,245.0,75,25
0,7,4,2334,324,119,0.9925592875797428,1.2,518322,82162,278.9887570229671,82,30
0,9,4,2078,280,104,0.3859040463068803,1.2451344772963633,516288,54933,240.62133306949696,80,12809
0,16,4,2121,407,128,0.5219999723640123,1.2,520437,88872,279.6011740439111,78,29
0,6,6,1362,296,121,0.2774466507190809,0.3245671711906826,905437,743196,1886.59634833939,78,-629
0,7,6,1326,297,124,0.1364159728434463,0.2796788145314254,902132,743304,1887.8729499637484,90,4445
0,7,5,1376,297,124,0.2,0.2,894427,742384,1886.0,86,14
0,6,3,1374,290,120,0.2902379129362765,0.4791219485950796,901326,744659,1886.530688071723,82,9494
1,8,3,1347,297,130,0.24088393658832932,0.19231591424512165,882559,742855,1880.2758103977264,90,-7111
0,7,5,1337,298,124,0.24504883028317997,0.17608826764071545,893039,747067,1887.6780068678074,85,-7705
-1,8,4,1868,99,69,0.033633509325629696,0.4257493314710582,26547,28037,158.1134323395112,101,2404
0,8,7,1807,96,69,0.34587277415355866,-0.09959705422259602,33739,24065,151.46014852323682,105,-1456
0,5,5,1794,98,68,0.18364838171035508,0.1514274424467928,24963,28206,154.76555990623078,96,2279
0,5,5,1877,102,73,0.1263170717215847,0.4378920107206663,34978,26171,153.02150839612204,90,7439
0,9,5,1872,98,74,0.2200323510609583,0.25394938288161506,22656,26539,153.4360535979939,99,892
0,5,7,1819,105,71,0.19613599791463054,0.10039215094473952,38191,21520,160.88915722155582,100,9160
0,7,5,1164,128,92,0.8173077147578744,0.2855531974150982,136525,31317,131.83314753886305,95,-11052
0,8,8,1201,128,82,0.7037978902962344,0.6133443412949211,144383,24546,134.32788876022633,97,-12933
0,7,6,1079,132,87,0.9025821633428243,0.5170305885865039,138700,35155,135.48935592305713,98,-17722
-1,6,6,1160,133,92,0.7361839261972472,0.6238071131816968,131658,32059,131.07084928476453,95,4026
0,6,6,1176,126,86,0.7453915831647502,0.4062657779946077,133179,34797,130.3819750301313,92,336
0,9,5,1094,130,88,0.8082357736162755,0.33578939885748926,146041,36730,139.16016265739637,100,-825
0,10,7,1899,319,191,1.248480793463996,0.7484744892791277,1592611,1457353,208.9425386479129,70,4514
