Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
18,M,0.5514441802096971,0.44026602981979174,0.15017771645594927,0.8975838537597713,0.31620899086171017,0.15221233347959237,0.31777411990962595
18,M,0.5522781206107564,0.43915606876813845,0.14993331052227243,0.8961910084137968,0.3100633887466516,0.14922658228281277,0.31571840752698543
19,M,0.5530583681948568,0.44012248086003186,0.1503186457898661,0.8916864614079858,0.31215135769408175,0.14895602124336424,0.32032849759216603
19,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32
19,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32
19,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32
18,M,0.5502771116032094,0.43983246135025106,0.15005552278403492,0.9065351403664534,0.31366634635383916,0.1511367443403804,0.30759077017428954
17,M,0.6673784191099832,0.5234916034187147,0.16429561372407764,1.3344865560605372,0.5473843995524575,0.35768352736692577,0.35092558597168183
17,F,0.6638105131184019,0.52420781208592,0.16519056882779665,1.3326797848546321,0.5513009501310504,0.3555625221894912,0.34333760710073075
18,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
18,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
18,F,0.6647985473242127,0.5252211711786793,0.16497294701711704,1.3414592645159404,0.5459036958343065,0.3601974168291246,0.34823208417613505
17,F,0.6630497246630572,0.5256423468717872,0.1648313726539804,1.3489622093881655,0.5466298683653888,0.3558715372494435,0.347706633092821
18,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
18,M,0.6813142390024607,0.5500675750756835,0.17438918145790966,1.7917059349990643,0.8171970796812507,0.39246062039346213,0.4567060570706482
18,M,0.6780071776906788,0.5502358499910682,0.17444135804356964,1.801665713433457,0.8176612862968152,0.394278820485323,0.46009560941730804
19,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455
19,M,0.6804055794830932,0.5495181981420213,0.17458362684612794,1.8053690168875163,0.8087368100631637,0.38945068334171723,0.4534514797459012
19,M,0.6864130923702977,0.5621101974790029,0.17599861623101806,1.8378397743397132,0.9743190046578841,0.40788766340053084,0.48688621292369283
18,F,0.6827798355909134,0.549855780009875,0.17526202217705086,1.7909429044571104,0.8150835926541177,0.39333291103982765,0.4614287936726652
18,M,0.682025785273705,0.5501588842310615,0.17446993778244088,1.797566740990569,0.8195674160543571,0.3897139435691697,0.4579987517592291
19,F,0.7002140437268911,0.5345543507449239,0.1602664928289768,1.7243095259686776,0.6325000809359301,0.2648711618927753,0.5415403681250462
19,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
19,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
19,F,0.7005077520074593,0.5350047825952271,0.15961030306849672,1.7208363130803093,0.63233692369629,0.26272253620706226,0.548144587033754
19,F,0.6985791086320997,0.5348010159698372,0.160284417274697,1.7336652507624752,0.6292561767201502,0.26060753356629796,0.5364651125553654
18,F,0.6989650951670516,0.5348558222251185,0.16056348214850022,1.7215983103074497,0.6258236342047594,0.2658381614231535,0.54343561620277
19,M,0.700233779080837,0.5364073302231703,0.16021456365424575,1.7402867534759574,0.6342084361287601,0.26370331687018483,0.5389124667876868
18,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78
17,M,0.7105540436441393,0.5398732681313704,0.16445503644032253,1.9584572785197851,0.7628299668086378,0.26318520891284614,0.7703213132740058
17,M,0.7098235715405967,0.540769569035117,0.16481580103633392,1.9329186568691394,0.7655215305175872,0.26252913919806653,0.7773042248007147
17,M,0.7111713598445005,0.5401962771041667,0.16480121445443857,1.9727989819650276,0.7629112033214555,0.26168231809296927,0.7743778136049302
18,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78
18,F,0.7101764540230313,0.5397784965051905,0.16468393527591768,1.9488316888207082,0.7617563034417494,0.2616255106313811,0.7678482683688722
18,F,0.7120006297499066,0.5403009671402225,0.16577328249397758,1.9692558701632086,0.7648269158420938,0.2650031536986571,0.7844291398449807
18,F,0.7233159774167303,0.5603939157072396,0.2095052075000351,2.158708943964119,0.6490760772816176,0.39754985547125044,1.0070308952712388
18,F,0.726124904109895,0.5592010645861991,0.20995558307435036,2.1528948204491596,0.6444151527745752,0.39669831193519567,1.0107428555720999
17,M,0.7245690386348156,0.5618729027199189,0.21033280715412422,2.1385929663520735,0.6487268150734254,0.39865944674232195,0.9969416523128001
18,F,0.7238063450112329,0.5594206323416678,0.20942746462661407,2.142020327436279,0.6554977834970899,0.39707011207143683,1.005150452773172
18,M,0.7257013789922523,0.5591405113701773,0.20987683845008887,2.12829381313361,0.6473424663186412,0.398480185042529,1.0062848618269362
18,M,0.7241369168355944,0.5604462746747318,0.20973124302123847,2.1248331615300784,0.6508556260114556,0.3983372510915391,1.014626072245132
17,F,0.7245925648677864,0.5583309951994967,0.21002188766869467,2.144191106998061,0.6500002016288022,0.3988186525628523,1.0094515117433056
8,M,0.5295219653322373,0.4192488274422281,0.13470848129189184,0.681688724261128,0.25751743113430475,0.1430664706935706,0.2080681119961988
9,M,0.5290371345448667,0.4184840841512757,0.1350746324947984,0.6803918920294734,0.25798090326464684,0.14069154694321365,0.20966599210802267
8,F,0.5308493843920938,0.4204450836841421,0.135093921114291,0.6828214844937646,0.2597957790363949,0.14407957744629618,0.2105801188733163
9,I,0.527602328963336,0.4197510764066207,0.13517668509236533,0.6735895767913758,0.2561238901802738,0.1410762822903405,0.2094486403392321
9,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
8,F,0.5297483349540096,0.419787832902034,0.13451100603886587,0.6795596897921911,0.2558316940552439,0.1424308852742093,0.2096990954838442
9,M,0.5288162759175558,0.42154739199519187,0.13558325041365749,0.6805837625386139,0.2574022065285677,0.14161422748733513,0.21224218161971978
8,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
8,I,0.42470268720424065,0.29685059766736765,0.0949508708938399,0.3516786218405217,0.1434173420126788,0.07956425843274456,0.12098333625374903
8,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
8,M,0.42315912990463017,0.2993677998549336,0.09541214964811055,0.34748819843230383,0.1394535892437233,0.07782503380920323,0.11901307414799775
8,M,0.42399098920434064,0.30103274476794545,0.09494235645263696,0.34858736760943704,0.139440657125641,0.07662865872362792,0.11937103645300569
8,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12
8,M,0.42512023325486564,0.3007359360657538,0.09517485717852248,0.35071713780076946,0.1387489651403148,0.07661601901880305,0.11950749308304148
9,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165
9,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165
9,M,0.4731696005200136,0.3700496028784952,0.12506845371574135,0.5083347799224953,0.215721362731392,0.1122789007943264,0.16582519016807895
8,M,0.4759704958210321,0.37005074109227004,0.12494106112756681,0.5128711414121122,0.21549877350374608,0.1138015954187757,0.16191465413912634
9,M,0.4744141881686826,0.36982225862824347,0.12487687899569985,0.513723447214572,0.21743965687867747,0.11278748629851518,0.166849653794242
9,M,0.47322581718923606,0.3694195706364994,0.1251797740408787,0.5048414060975696,0.21568124715408252,0.11344010948893736,0.16648796991203688
9,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165
9,F,0.4503232573674758,0.3191747706035832,0.09972653250895971,0.3801133155853198,0.16935597698702018,0.07481491312951564,0.11815784654737212
8,F,0.4499362287647901,0.3199966847373798,0.09959629416179563,0.37942334199317385,0.16985815578860303,0.07520741603400083,0.11484877091721432
8,M,0.44928208128063246,0.3199983421135824,0.10025305303310669,0.3910921471994346,0.16797565735676498,0.07692627978162563,0.1143081719699047
9,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
9,F,0.45051314350154087,0.32030554615910617,0.10035907935594894,0.3864224634975264,0.17237820019371322,0.07489849890809189,0.11478797941791939
8,I,0.4474115774208797,0.31893166210925883,0.09994832875604535,0.3785466698832538,0.1677729330004391,0.07470865564705903,0.11394411534430311
9,M,0.4494297993651729,0.31843251990416904,0.0991805800403727,0.383060963421265,0.1704073362924146,0.074798780102799,0.11414500556039019
9,F,0.5486448605465784,0.4154643019090025,0.13460755880353403,0.7653034107597696,0.31640677334321143,0.21010798068345973,0.19943472872023238
9,M,0.5519650779220764,0.41490167705739533,0.13521195728349253,0.7599002537405823,0.3169031749599024,0.2091933117005662,0.2026864153251674
8,F,0.5522397427299273,0.4152205275344005,0.13521606612857365,0.7593408470448155,0.31925573671711494,0.20987381643320416,0.19888273163238715
9,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2
9,M,0.5471655604339516,0.4159588866968124,0.1353629790403201,0.7619063957552704,0.31630062953663773,0.21060744336213522,0.19920919713620408
8,M,0.5509997418965943,0.4147049649234129,0.13519655651696988,0.7652350207842621,0.31626242609986277,0.21183242661895366,0.1973761569547655
9,M,0.5478660666642635,0.4135736265974809,0.13413352755533983,0.7701047220786627,0.3181703320683905,0.20966539353021033,0.19976751683132338
8,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
8,F,0.4498057001409821,0.3527621739834539,0.10503234471509164,0.5162214721269541,0.23828396107033792,0.1171455814820395,0.1456321182840475
8,M,0.4488286956696732,0.35537367545894893,0.10468227891169705,0.5239450384581972,0.23304252571383915,0.11668060300004109,0.14432782244285872
8,M,0.44849333331942254,0.35433657990856776,0.1047340685588944,0.5295912823472197,0.23719992309785157,0.11569034322073625,0.1455156794506411
7,F,0.4479399079516352,0.3558269437672646,0.10501963918933789,0.517956205297012,0.23490383129195205,0.11730865484494644,0.14528578991160637
7,I,0.44905901296932027,0.3540302131033631,0.10494854588193321,0.5217010328085874,0.23490597213560804,0.11616411180655276,0.14646914155949142
8,F,0.44979525291369393,0.3549544837862717,0.10468054355446668,0.5187270808831452,0.24198842964039444,0.11824917102102254,0.14399935817236686
8,M,0.3552283976747198,0.2910769399732889,0.08958525948696941,0.329487350583064,0.13362635651476273,0.08606636892002678,0.09010452837358456
9,M,0.3554792512779622,0.2896828738471498,0.08958443859328305,0.32425046528828855,0.1360887895482135,0.08765008924337427,0.08967663500567628
9,I,0.35378537662176274,0.29094074651461416,0.08967473369219542,0.32816207851492796,0.13027810324456562,0.08583486371859726,0.09363290034258501
8,F,0.3545135539044889,0.2885611838817825,0.09004687295643106,0.31977589286431474,0.13511511275334587,0.08571295706232242,0.09011120368045553
9,F,0.3525116429811213,0.29058225500960166,0.0899710523125298,0.32625763921695294,0.13457231625185298,0.08724396124958506,0.09082114776712379
8,M,0.35634884135322686,0.28888542635992714,0.0903242779483875,0.3274889539244477,0.1330308440330909,0.0855458896891306,0.08978521633798617
8,F,0.35355525349899564,0.2889544151460182,0.0904559272201539,0.32509806126566826,0.13239492474160713,0.08580023499986285,0.0910344516911394
8,F,0.45012359329970514,0.3331847150670094,0.10483476854572983,0.4299933379211214,0.1853827796278839,0.09012698696627432,0.11481833716412743
8,I,0.44926867914599056,0.3337754329430937,0.10422469509730171,0.4285473776008166,0.18388528104368004,0.09108286659997405,0.11383560534911367
8,M,0.44973283784255885,0.3349893072102306,0.10472482440656418,0.41735744186982277,0.18680244939602741,0.09240940701533208,0.11252231133997594
9,M,0.4475897167875009,0.33481002379914426,0.10541402357932399,0.42895216126530583,0.18227312449310537,0.08969845367835812,0.11637944316977217
8,F,0.4483019332809185,0.3348552127601137,0.10447961783255927,0.42638930175413,0.1868480708036759,0.0894170922049582,0.1161173705001751
8,M,0.45280613511579676,0.3342870346450973,0.1057029154200049,0.4277239386046447,0.18400801988639107,0.09119174006130057,0.11270846647981739
8,F,0.4482493761263675,0.33783854306191496,0.10568883096535434,0.4198812464628101,0.1868925314161289,0.0911738379342653,0.11619351641180149
