Rings,Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight
15,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15
7,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07
9,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21
7,I,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055
20,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33
16,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26
9,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165
10,M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135
12,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24
7,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115
7,M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1
9,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115
11,M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075
10,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085
12,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27
9,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2
10,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305
11,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3
11,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
11,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2
10,M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33
15,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46
18,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35
19,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455
8,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125
8,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145
11,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26
9,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09
9,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115
14,F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27
4,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015
7,I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075
9,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14
6,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
9,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245
8,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19
7,M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1
10,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16
10,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15
7,M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11
8,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135
8,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17
4,I,0.245,0.19,0.06,0.086,0.042,0.014,0.025
7,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175
7,M,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135
9,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175
10,F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2
7,M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1
8,M,0.52,0.4,0.12,0.58,0.234,0.1315,0.185
8,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135
12,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32
13,F,0.595,0.495,0.185,1.285,0.416,0.224,0.485
10,F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17
6,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045
13,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275
8,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1
20,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425
11,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38
13,F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315
15,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28
10,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305
11,F,0.555,0.425,0.14,0.788,0.282,0.1595,0.285
14,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345
9,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285
12,M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675
16,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
21,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58
14,M,0.58,0.45,0.14,1.013,0.38,0.216,0.36
12,F,0.57,0.465,0.18,1.295,0.339,0.2225,0.44
13,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4
10,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26
9,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165
15,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255
12,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26
13,M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39
10,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39
15,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485
14,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48
7,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075
15,M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255
15,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335
10,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205
11,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28
10,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22
9,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2
9,F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13
9,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155
9,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105
9,M,0.425,0.35,0.105,0.393,0.13,0.063,0.165
11,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21
11,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18
11,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22
10,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165
9,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31
8,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085
9,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14
7,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085
14,F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255
5,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03
6,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07
8,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08
19,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54
18,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78
17,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41
9,F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129
7,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062
7,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068
7,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028
8,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355
7,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048
9,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063
9,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925
10,F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475
10,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665
9,I,0.28,0.205,0.08,0.127,0.052,0.039,0.042
5,I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125
4,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01
15,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325
9,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335
10,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45
10,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355
12,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31
10,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21
13,F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34
16,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635
13,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285
13,F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44
13,M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34
12,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345
18,F,0.725,0.56,0.21,2.141,0.65,0.398,1.005
16,F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815
14,M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725
20,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65
14,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76
12,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62
14,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59
7,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255
8,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285
5,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015
7,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075
5,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035
8,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05
4,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015
11,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35
14,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295
21,M,0.64,0.51,0.175,1.368,0.515,0.266,0.57
10,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3
10,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325
12,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46
13,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355
12,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285
10,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38
14,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325
